# BUSCO version is: 3.0.2 
# The lineage dataset is: N/A (Creation date: N/A, number of species: N/A, number of BUSCOs: N/A)
# To reproduce this run: python /busco/scripts/run_BUSCO.py -i SPC1_trinity.okay.fasta -o run_sample_SPC -l plantae/ -m transcriptome -c 4
#
# Busco id	Status	Sequence	Score	Length
12305	Duplicated	SPC_TRINITY_DN30073_c0_g1_i5	1185.9	716
12462	Duplicated	SPC_TRINITY_DN33244_c3_g1_i1	815.3	418
12462	Duplicated	SPC_TRINITY_DN33244_c3_g1_i5	774.9	400
12503	Complete	SPC_TRINITY_DN32620_c1_g1_i7	1135.6	751
12588	Complete	SPC_TRINITY_DN32231_c0_g1_i2	1105.9	633
1264	Fragmented	SPC_TRINITY_DN33392_c0_g2_i1	1496.9	768
12768	Complete	SPC_TRINITY_DN34935_c0_g1_i5	1101.9	572
12773	Complete	SPC_TRINITY_DN27366_c0_g1_i1	559.8	530
12823	Complete	SPC_TRINITY_DN32065_c0_g1_i1	773.4	580
1284	Complete	SPC_TRINITY_DN34230_c0_g1_i2	2255.0	1368
12855	Complete	SPC_TRINITY_DN30800_c1_g2_i7	958.2	599
12869	Duplicated	SPC_TRINITY_DN34219_c3_g1_i10	968.2	518
12869	Duplicated	SPC_TRINITY_DN34219_c3_g1_i3	923.0	505
12876	Duplicated	SPC_TRINITY_DN30253_c0_g1_i3	1342.4	640
12876	Duplicated	SPC_TRINITY_DN30253_c0_g1_i4	1336.8	603
12942	Complete	SPC_TRINITY_DN28501_c0_g1_i7	1050.6	679
12980	Complete	SPC_TRINITY_DN29989_c0_g1_i8	674.6	957
12990	Complete	SPC_TRINITY_DN28267_c0_g1_i1	564.6	767
13254	Complete	SPC_TRINITY_DN28873_c1_g1_i2	1066.2	748
13325	Duplicated	SPC_TRINITY_DN32888_c0_g1_i6	424.9	277
13325	Duplicated	SPC_TRINITY_DN32888_c0_g3_i1	435.3	297
13388	Complete	SPC_TRINITY_DN28666_c0_g1_i2	1465.5	716
13532	Complete	SPC_TRINITY_DN32074_c1_g1_i3	1328.6	733
13573	Duplicated	SPC_TRINITY_DN27875_c1_g6_i6	997.5	641
13573	Duplicated	SPC_TRINITY_DN27875_c1_g6_i8	1005.1	646
13586	Complete	SPC_TRINITY_DN34007_c1_g1_i14	1353.7	641
1364	Complete	SPC_TRINITY_DN31928_c0_g1_i9	1617.4	1489
13644	Complete	SPC_TRINITY_DN32490_c2_g4_i3	1104.7	741
1375	Complete	SPC_TRINITY_DN34314_c0_g1_i26	2267.8	1204
1378	Fragmented	SPC_TRINITY_DN33334_c0_g3_i3	1347.7	965
13837	Missing
13886	Complete	SPC_TRINITY_DN28251_c0_g1_i2	886.4	651
13889	Complete	SPC_TRINITY_DN32895_c0_g2_i3	1171.9	719
13907	Complete	SPC_TRINITY_DN30905_c1_g1_i15	927.5	632
14044	Duplicated	SPC_TRINITY_DN31547_c0_g1_i2	911.6	645
14044	Duplicated	SPC_TRINITY_DN31547_c0_g1_i4	906.9	644
14149	Complete	SPC_TRINITY_DN30421_c3_g1_i4	757.5	633
14189	Complete	SPC_TRINITY_DN25555_c0_g4_i1	828.7	502
14206	Complete	SPC_TRINITY_DN28408_c0_g1_i4	842.6	622
14291	Complete	SPC_TRINITY_DN32602_c0_g2_i8	1259.9	602
14388	Complete	SPC_TRINITY_DN31094_c0_g1_i6	939.2	595
14468	Complete	SPC_TRINITY_DN32283_c0_g1_i21	1269.6	628
14500	Duplicated	SPC_TRINITY_DN31757_c1_g2_i4	1048.4	576
14500	Duplicated	SPC_TRINITY_DN31757_c1_g4_i2	1010.6	668
14500	Duplicated	SPC_TRINITY_DN31757_c1_g4_i3	1046.5	656
14660	Duplicated	SPC_TRINITY_DN32809_c0_g3_i14	843.3	617
14660	Duplicated	SPC_TRINITY_DN32809_c0_g3_i22	762.8	446
14673	Complete	SPC_TRINITY_DN32705_c0_g1_i5	1208.6	711
14840	Complete	SPC_TRINITY_DN25765_c0_g1_i6	1137.4	542
14953	Complete	SPC_TRINITY_DN33110_c0_g1_i3	1329.1	674
14975	Complete	SPC_TRINITY_DN33926_c2_g1_i7	881.0	650
14996	Complete	SPC_TRINITY_DN27364_c0_g1_i2	973.3	638
15076	Fragmented	SPC_TRINITY_DN25752_c0_g1_i2	818.8	504
15113	Complete	SPC_TRINITY_DN30128_c0_g1_i3	1174.6	620
15119	Duplicated	SPC_TRINITY_DN34274_c1_g1_i2	1149.5	661
15119	Duplicated	SPC_TRINITY_DN34274_c1_g1_i7	1150.0	677
15178	Duplicated	SPC_TRINITY_DN23825_c0_g1_i3	524.3	337
15178	Duplicated	SPC_TRINITY_DN24451_c0_g1_i1	597.0	337
15178	Duplicated	SPC_TRINITY_DN24451_c0_g1_i3	599.7	334
15259	Duplicated	SPC_TRINITY_DN32553_c0_g1_i3	1219.2	827
15259	Duplicated	SPC_TRINITY_DN32553_c0_g1_i5	1239.0	823
15371	Duplicated	SPC_TRINITY_DN30457_c0_g1_i2	809.5	394
15371	Duplicated	SPC_TRINITY_DN30457_c0_g1_i3	811.1	388
15432	Duplicated	SPC_TRINITY_DN32155_c0_g1_i1	1256.8	615
15432	Duplicated	SPC_TRINITY_DN32155_c0_g1_i2	1253.2	616
15539	Complete	SPC_TRINITY_DN27539_c0_g1_i4	1095.3	588
15557	Complete	SPC_TRINITY_DN30771_c0_g1_i2	987.4	613
15630	Complete	SPC_TRINITY_DN29131_c0_g1_i4	535.0	475
15637	Duplicated	SPC_TRINITY_DN34365_c2_g1_i3	1446.6	660
15637	Duplicated	SPC_TRINITY_DN34365_c2_g1_i5	1449.6	658
15845	Duplicated	SPC_TRINITY_DN32760_c0_g2_i1	1018.8	763
15845	Duplicated	SPC_TRINITY_DN32760_c0_g2_i3	1008.5	748
15925	Duplicated	SPC_TRINITY_DN29858_c0_g1_i6	367.6	710
15925	Duplicated	SPC_TRINITY_DN29858_c0_g1_i7	359.8	664
1594	Complete	SPC_TRINITY_DN31413_c0_g2_i2	948.5	763
15956	Duplicated	SPC_TRINITY_DN30051_c0_g1_i3	989.6	533
15956	Duplicated	SPC_TRINITY_DN30051_c0_g1_i5	989.7	517
16000	Complete	SPC_TRINITY_DN28563_c5_g1_i1	934.2	670
16015	Duplicated	SPC_TRINITY_DN31203_c2_g2_i4	973.2	582
16015	Duplicated	SPC_TRINITY_DN31203_c2_g2_i5	977.8	601
16023	Complete	SPC_TRINITY_DN30971_c0_g1_i1	1322.7	785
16068	Missing
16074	Duplicated	SPC_TRINITY_DN32409_c4_g1_i2	1110.6	796
16074	Duplicated	SPC_TRINITY_DN32409_c4_g1_i3	1107.6	793
16137	Duplicated	SPC_TRINITY_DN30863_c1_g1_i11	877.7	710
16137	Duplicated	SPC_TRINITY_DN30863_c1_g1_i9	906.6	737
16212	Duplicated	SPC_TRINITY_DN27277_c0_g1_i4	204.3	292
16212	Duplicated	SPC_TRINITY_DN27277_c0_g1_i6	204.0	354
16271	Complete	SPC_TRINITY_DN31714_c1_g2_i5	983.2	520
16310	Complete	SPC_TRINITY_DN31609_c0_g1_i3	1004.9	618
1632	Complete	SPC_TRINITY_DN34488_c0_g1_i12	2275.9	1899
16330	Complete	SPC_TRINITY_DN32477_c0_g1_i13	1072.8	633
16399	Duplicated	SPC_TRINITY_DN28820_c0_g1_i1	862.2	585
16399	Duplicated	SPC_TRINITY_DN28820_c0_g1_i7	760.9	476
16440	Duplicated	SPC_TRINITY_DN32005_c1_g1_i3	938.4	517
16440	Duplicated	SPC_TRINITY_DN32005_c1_g1_i4	1041.2	590
16452	Complete	SPC_TRINITY_DN24471_c0_g1_i1	944.9	607
16554	Complete	SPC_TRINITY_DN27596_c0_g3_i2	676.7	564
16582	Complete	SPC_TRINITY_DN33109_c0_g1_i5	1334.7	702
16747	Duplicated	SPC_TRINITY_DN30580_c1_g1_i6	986.6	551
16747	Duplicated	SPC_TRINITY_DN30580_c1_g1_i7	961.5	539
16782	Duplicated	SPC_TRINITY_DN32815_c0_g4_i1	1122.5	517
16782	Duplicated	SPC_TRINITY_DN32815_c0_g4_i2	1124.5	524
16879	Complete	SPC_TRINITY_DN27909_c0_g1_i16	1011.8	725
16918	Fragmented	SPC_TRINITY_DN31499_c1_g2_i5	517.9	387
16919	Complete	SPC_TRINITY_DN30882_c1_g1_i5	1126.1	623
17016	Duplicated	SPC_TRINITY_DN27714_c0_g1_i1	1125.0	626
17016	Duplicated	SPC_TRINITY_DN27714_c0_g1_i2	1111.9	624
17092	Complete	SPC_TRINITY_DN30945_c1_g2_i3	1074.6	570
17120	Complete	SPC_TRINITY_DN29980_c0_g1_i2	978.0	635
17122	Duplicated	SPC_TRINITY_DN33619_c0_g1_i1	1085.9	760
17122	Duplicated	SPC_TRINITY_DN33619_c0_g1_i5	1068.5	739
17237	Complete	SPC_TRINITY_DN34061_c0_g1_i5	865.0	678
17430	Complete	SPC_TRINITY_DN26964_c1_g2_i7	419.5	975
17482	Complete	SPC_TRINITY_DN32172_c1_g1_i3	1057.5	746
17627	Fragmented	SPC_TRINITY_DN31504_c0_g1_i1	688.8	339
17766	Fragmented	SPC_TRINITY_DN21115_c0_g1_i1	159.4	144
17891	Complete	SPC_TRINITY_DN26552_c4_g1_i1	542.7	726
17965	Missing
17966	Duplicated	SPC_TRINITY_DN22331_c0_g1_i2	115.9	385
17966	Duplicated	SPC_TRINITY_DN27853_c5_g1_i4	108.1	386
17966	Duplicated	SPC_TRINITY_DN33867_c1_g1_i18	102.7	381
17976	Complete	SPC_TRINITY_DN33548_c1_g1_i22	936.8	478
18091	Duplicated	SPC_TRINITY_DN33600_c0_g1_i5	575.0	531
18091	Duplicated	SPC_TRINITY_DN33600_c0_g1_i7	571.4	534
183	Complete	SPC_TRINITY_DN101_c0_g1_i1	1204.2	670
18405	Duplicated	SPC_TRINITY_DN31767_c1_g1_i1	1079.7	536
18405	Duplicated	SPC_TRINITY_DN31767_c1_g3_i7	1112.3	538
1844	Duplicated	SPC_TRINITY_DN34159_c3_g1_i3	2105.8	1228
1844	Duplicated	SPC_TRINITY_DN34159_c3_g1_i8	2109.8	1228
18481	Fragmented	SPC_TRINITY_DN30195_c3_g2_i4	404.7	260
18739	Duplicated	SPC_TRINITY_DN30615_c0_g1_i3	347.0	673
18739	Duplicated	SPC_TRINITY_DN30615_c0_g1_i6	366.1	645
18749	Complete	SPC_TRINITY_DN34571_c1_g2_i4	865.3	600
18773	Complete	SPC_TRINITY_DN30612_c0_g4_i2	906.2	567
19045	Duplicated	SPC_TRINITY_DN27753_c4_g2_i3	846.8	536
19045	Duplicated	SPC_TRINITY_DN33901_c0_g1_i5	859.1	478
19045	Duplicated	SPC_TRINITY_DN33901_c0_g1_i7	857.1	482
19084	Duplicated	SPC_TRINITY_DN31978_c0_g2_i10	1031.8	637
19084	Duplicated	SPC_TRINITY_DN31978_c0_g2_i4	1034.4	635
19164	Duplicated	SPC_TRINITY_DN30694_c3_g1_i1	1111.5	572
19164	Duplicated	SPC_TRINITY_DN30694_c3_g2_i2	1114.5	571
19229	Duplicated	SPC_TRINITY_DN29873_c3_g1_i3	1089.5	567
19229	Duplicated	SPC_TRINITY_DN29873_c3_g1_i4	1078.3	549
19410	Duplicated	SPC_TRINITY_DN32632_c3_g2_i2	999.3	539
19410	Duplicated	SPC_TRINITY_DN32632_c3_g2_i5	1004.0	569
19424	Complete	SPC_TRINITY_DN31862_c4_g1_i10	976.4	536
19489	Complete	SPC_TRINITY_DN27939_c0_g1_i1	803.1	547
19788	Complete	SPC_TRINITY_DN33896_c0_g2_i4	1118.9	534
19815	Complete	SPC_TRINITY_DN31623_c3_g1_i6	866.7	743
19837	Complete	SPC_TRINITY_DN30359_c0_g1_i3	1024.1	690
19884	Complete	SPC_TRINITY_DN29871_c0_g1_i5	1101.0	649
19906	Duplicated	SPC_TRINITY_DN34676_c0_g1_i1	649.8	447
19906	Duplicated	SPC_TRINITY_DN34676_c0_g1_i5	636.7	452
19937	Duplicated	SPC_TRINITY_DN27843_c0_g1_i1	844.4	646
19937	Duplicated	SPC_TRINITY_DN27843_c0_g1_i3	871.0	645
19937	Duplicated	SPC_TRINITY_DN27843_c0_g2_i4	889.2	646
19982	Duplicated	SPC_TRINITY_DN30371_c1_g1_i3	1105.0	566
19982	Duplicated	SPC_TRINITY_DN30371_c1_g1_i4	1108.7	567
20283	Complete	SPC_TRINITY_DN28963_c0_g1_i3	1222.5	696
2032	Duplicated	SPC_TRINITY_DN32126_c0_g1_i3	1650.5	952
2032	Duplicated	SPC_TRINITY_DN32126_c0_g1_i5	1637.3	934
20612	Complete	SPC_TRINITY_DN25046_c0_g1_i3	692.9	561
20688	Complete	SPC_TRINITY_DN33460_c0_g1_i13	994.5	555
207	Complete	SPC_TRINITY_DN34617_c1_g1_i2	2863.5	2145
20717	Complete	SPC_TRINITY_DN33997_c1_g2_i1	1108.0	535
20720	Complete	SPC_TRINITY_DN26153_c0_g2_i1	675.2	390
20729	Duplicated	SPC_TRINITY_DN31841_c1_g1_i8	911.7	508
20729	Duplicated	SPC_TRINITY_DN31841_c1_g3_i6	955.7	548
20729	Duplicated	SPC_TRINITY_DN31841_c1_g3_i9	952.4	548
20755	Duplicated	SPC_TRINITY_DN31033_c1_g2_i3	893.0	469
20755	Duplicated	SPC_TRINITY_DN31033_c1_g2_i4	890.2	467
20859	Duplicated	SPC_TRINITY_DN29908_c0_g1_i1	644.4	336
20859	Duplicated	SPC_TRINITY_DN29908_c0_g1_i3	638.6	334
20871	Missing
2088	Complete	SPC_TRINITY_DN34149_c2_g2_i12	1959.3	1093
20966	Complete	SPC_TRINITY_DN33326_c5_g3_i7	671.4	376
21011	Complete	SPC_TRINITY_DN29997_c0_g1_i3	1148.6	621
2103	Complete	SPC_TRINITY_DN26165_c0_g1_i16	1214.0	1125
21114	Complete	SPC_TRINITY_DN29820_c0_g1_i5	964.7	528
21184	Duplicated	SPC_TRINITY_DN29658_c2_g2_i1	894.9	472
21184	Duplicated	SPC_TRINITY_DN29658_c2_g2_i7	893.6	480
21236	Complete	SPC_TRINITY_DN29932_c2_g1_i4	589.2	476
21239	Fragmented	SPC_TRINITY_DN33981_c2_g1_i1	498.2	291
21557	Duplicated	SPC_TRINITY_DN31737_c0_g1_i5	966.9	499
21557	Duplicated	SPC_TRINITY_DN31737_c0_g1_i6	928.2	445
21566	Duplicated	SPC_TRINITY_DN25684_c1_g1_i2	713.1	612
21566	Duplicated	SPC_TRINITY_DN28321_c0_g3_i1	704.7	623
21738	Duplicated	SPC_TRINITY_DN29916_c0_g1_i4	918.8	487
21738	Duplicated	SPC_TRINITY_DN29916_c0_g1_i6	911.5	484
21844	Complete	SPC_TRINITY_DN29496_c0_g1_i12	1282.3	917
21947	Duplicated	SPC_TRINITY_DN31246_c0_g1_i5	647.4	562
21947	Duplicated	SPC_TRINITY_DN31246_c0_g1_i7	630.2	532
21969	Complete	SPC_TRINITY_DN27638_c0_g2_i1	717.3	484
22216	Complete	SPC_TRINITY_DN29699_c0_g1_i1	921.7	508
22322	Complete	SPC_TRINITY_DN31425_c1_g1_i10	1002.0	499
22329	Complete	SPC_TRINITY_DN34511_c0_g1_i11	1846.1	1031
22519	Complete	SPC_TRINITY_DN32363_c2_g1_i3	825.7	528
22768	Duplicated	SPC_TRINITY_DN32208_c1_g1_i17	795.0	532
22768	Duplicated	SPC_TRINITY_DN32208_c1_g1_i8	792.8	529
22832	Complete	SPC_TRINITY_DN24369_c0_g1_i2	1068.2	658
22918	Complete	SPC_TRINITY_DN32841_c0_g1_i5	917.9	426
22983	Complete	SPC_TRINITY_DN29053_c1_g4_i1	906.1	462
23066	Complete	SPC_TRINITY_DN30334_c0_g1_i6	1007.3	565
23068	Complete	SPC_TRINITY_DN32995_c0_g1_i5	757.6	409
2336	Duplicated	SPC_TRINITY_DN26567_c3_g1_i11	952.9	1383
2336	Duplicated	SPC_TRINITY_DN26705_c0_g1_i1	1003.2	513
2336	Duplicated	SPC_TRINITY_DN32781_c1_g3_i6	928.9	1383
23377	Duplicated	SPC_TRINITY_DN31811_c1_g3_i3	761.1	411
23377	Duplicated	SPC_TRINITY_DN31811_c1_g3_i4	764.1	497
23380	Complete	SPC_TRINITY_DN29711_c2_g1_i6	968.8	527
23384	Complete	SPC_TRINITY_DN29951_c0_g1_i2	1135.8	571
23520	Complete	SPC_TRINITY_DN29147_c0_g1_i6	876.3	492
23617	Duplicated	SPC_TRINITY_DN20313_c0_g1_i1	224.1	461
23617	Duplicated	SPC_TRINITY_DN32245_c1_g2_i2	236.7	465
23630	Complete	SPC_TRINITY_DN29977_c0_g1_i6	723.7	674
23641	Duplicated	SPC_TRINITY_DN26099_c0_g1_i1	806.7	493
23641	Duplicated	SPC_TRINITY_DN26099_c0_g2_i1	797.7	462
23707	Duplicated	SPC_TRINITY_DN26840_c0_g1_i2	866.9	440
23707	Duplicated	SPC_TRINITY_DN26840_c0_g1_i3	864.1	441
23751	Duplicated	SPC_TRINITY_DN30323_c0_g1_i1	924.1	492
23751	Duplicated	SPC_TRINITY_DN30323_c0_g1_i4	923.8	489
2376	Missing
23820	Complete	SPC_TRINITY_DN33549_c1_g1_i9	801.9	448
23956	Duplicated	SPC_TRINITY_DN26910_c0_g2_i1	789.3	448
23956	Duplicated	SPC_TRINITY_DN26910_c0_g2_i4	793.7	447
24064	Duplicated	SPC_TRINITY_DN30087_c1_g1_i3	896.8	635
24064	Duplicated	SPC_TRINITY_DN30087_c1_g2_i8	873.7	565
2407	Complete	SPC_TRINITY_DN34158_c0_g1_i2	1228.7	790
24075	Duplicated	SPC_TRINITY_DN32476_c3_g1_i1	480.9	605
24075	Duplicated	SPC_TRINITY_DN32476_c3_g1_i6	479.3	594
24088	Complete	SPC_TRINITY_DN27748_c0_g1_i12	824.9	510
24324	Complete	SPC_TRINITY_DN28854_c0_g1_i5	1146.2	692
2448	Complete	SPC_TRINITY_DN34100_c0_g3_i16	998.9	751
24605	Duplicated	SPC_TRINITY_DN28549_c0_g1_i4	972.6	533
24605	Duplicated	SPC_TRINITY_DN28549_c0_g1_i6	986.9	533
24728	Complete	SPC_TRINITY_DN31502_c2_g1_i3	874.5	518
24740	Duplicated	SPC_TRINITY_DN32938_c0_g1_i10	1018.6	528
24740	Duplicated	SPC_TRINITY_DN32938_c0_g1_i7	1014.1	530
24857	Duplicated	SPC_TRINITY_DN28430_c0_g1_i1	733.8	533
24857	Duplicated	SPC_TRINITY_DN28430_c0_g1_i5	751.0	534
24898	Complete	SPC_TRINITY_DN28354_c0_g1_i2	785.9	628
24918	Complete	SPC_TRINITY_DN32308_c0_g1_i4	1403.9	693
25101	Complete	SPC_TRINITY_DN21775_c0_g1_i1	966.2	538
25102	Complete	SPC_TRINITY_DN32636_c0_g1_i4	651.2	555
25131	Complete	SPC_TRINITY_DN33217_c0_g1_i12	1059.5	672
25238	Complete	SPC_TRINITY_DN30711_c1_g2_i1	773.1	433
25675	Complete	SPC_TRINITY_DN24894_c0_g1_i6	501.1	703
25716	Duplicated	SPC_TRINITY_DN32526_c0_g1_i1	898.5	467
25716	Duplicated	SPC_TRINITY_DN32526_c0_g1_i11	897.2	467
25722	Duplicated	SPC_TRINITY_DN28992_c0_g1_i1	866.2	509
25722	Duplicated	SPC_TRINITY_DN28992_c0_g1_i2	852.4	506
25757	Duplicated	SPC_TRINITY_DN34005_c1_g3_i8	503.7	455
25757	Duplicated	SPC_TRINITY_DN34005_c1_g3_i9	506.7	455
25773	Complete	SPC_TRINITY_DN29539_c0_g1_i2	1158.1	592
25834	Complete	SPC_TRINITY_DN27916_c0_g2_i1	1188.6	632
25938	Duplicated	SPC_TRINITY_DN30136_c0_g2_i1	925.2	502
25938	Duplicated	SPC_TRINITY_DN30136_c0_g2_i2	932.7	509
26037	Duplicated	SPC_TRINITY_DN25313_c0_g1_i1	900.1	492
26037	Duplicated	SPC_TRINITY_DN25313_c0_g1_i2	894.8	483
26179	Duplicated	SPC_TRINITY_DN28555_c3_g1_i1	834.9	421
26179	Duplicated	SPC_TRINITY_DN28555_c3_g1_i6	836.5	436
26195	Duplicated	SPC_TRINITY_DN31525_c0_g1_i3	869.1	501
26195	Duplicated	SPC_TRINITY_DN31525_c0_g1_i5	863.2	498
26260	Duplicated	SPC_TRINITY_DN32675_c0_g1_i1	819.0	671
26260	Duplicated	SPC_TRINITY_DN32675_c0_g1_i10	752.8	606
26307	Missing
26319	Complete	SPC_TRINITY_DN34599_c3_g3_i3	653.2	353
26369	Complete	SPC_TRINITY_DN30611_c0_g1_i9	984.1	697
2653	Complete	SPC_TRINITY_DN34844_c3_g1_i5	1952.1	1071
26531	Complete	SPC_TRINITY_DN31032_c0_g1_i2	735.2	518
26597	Fragmented	SPC_TRINITY_DN31904_c0_g2_i1	443.2	311
26681	Duplicated	SPC_TRINITY_DN32032_c3_g1_i1	840.6	451
26681	Duplicated	SPC_TRINITY_DN32032_c3_g1_i10	853.7	456
26795	Duplicated	SPC_TRINITY_DN28099_c0_g4_i1	709.3	384
26795	Duplicated	SPC_TRINITY_DN28099_c0_g4_i3	710.7	398
26831	Duplicated	SPC_TRINITY_DN31098_c3_g1_i1	973.1	550
26831	Duplicated	SPC_TRINITY_DN31098_c3_g1_i2	981.5	551
26837	Complete	SPC_TRINITY_DN30511_c0_g2_i2	820.1	581
2692	Complete	SPC_TRINITY_DN30394_c0_g2_i5	1460.5	1036
27	Complete	SPC_TRINITY_DN12446_c0_g2_i1	2536.2	1582
27071	Complete	SPC_TRINITY_DN30859_c0_g2_i5	513.4	381
27092	Complete	SPC_TRINITY_DN32753_c0_g1_i13	469.3	265
27135	Duplicated	SPC_TRINITY_DN33714_c2_g1_i6	907.7	473
27135	Duplicated	SPC_TRINITY_DN33714_c2_g1_i8	902.4	473
27175	Complete	SPC_TRINITY_DN32322_c0_g1_i2	795.2	481
27220	Complete	SPC_TRINITY_DN30819_c4_g1_i3	911.9	437
27252	Complete	SPC_TRINITY_DN26458_c0_g1_i2	809.2	461
2726	Duplicated	SPC_TRINITY_DN33521_c1_g2_i2	2070.3	1356
2726	Duplicated	SPC_TRINITY_DN33521_c1_g2_i5	2073.4	1356
27404	Duplicated	SPC_TRINITY_DN31678_c2_g1_i10	614.6	496
27404	Duplicated	SPC_TRINITY_DN31678_c2_g1_i11	598.8	481
27510	Complete	SPC_TRINITY_DN27715_c0_g1_i7	867.6	469
27549	Duplicated	SPC_TRINITY_DN31194_c0_g1_i1	780.6	501
27549	Duplicated	SPC_TRINITY_DN31194_c0_g1_i4	774.5	500
27567	Duplicated	SPC_TRINITY_DN29918_c0_g1_i1	1030.3	557
27567	Duplicated	SPC_TRINITY_DN29918_c0_g1_i4	1030.7	558
27567	Duplicated	SPC_TRINITY_DN29918_c0_g2_i2	985.6	560
27586	Duplicated	SPC_TRINITY_DN27976_c0_g1_i4	435.8	274
27586	Duplicated	SPC_TRINITY_DN27976_c0_g1_i5	477.5	297
27657	Complete	SPC_TRINITY_DN25493_c0_g1_i1	727.6	519
27665	Complete	SPC_TRINITY_DN33097_c3_g2_i3	973.0	516
27816	Duplicated	SPC_TRINITY_DN28816_c0_g1_i16	679.5	522
27816	Duplicated	SPC_TRINITY_DN28816_c0_g1_i28	677.3	522
27883	Complete	SPC_TRINITY_DN32923_c0_g2_i11	818.2	447
27891	Duplicated	SPC_TRINITY_DN34693_c2_g1_i4	780.3	502
27891	Duplicated	SPC_TRINITY_DN34693_c2_g1_i7	790.8	502
2790	Complete	SPC_TRINITY_DN33352_c0_g3_i1	1151.8	648
27957	Duplicated	SPC_TRINITY_DN33136_c2_g1_i6	901.8	678
27957	Duplicated	SPC_TRINITY_DN33136_c2_g1_i7	908.3	678
28040	Duplicated	SPC_TRINITY_DN33595_c0_g1_i5	687.6	384
28040	Duplicated	SPC_TRINITY_DN33595_c0_g2_i3	743.3	454
28093	Complete	SPC_TRINITY_DN31973_c3_g1_i2	905.3	529
2812	Complete	SPC_TRINITY_DN33684_c1_g1_i2	1895.8	1209
28201	Complete	SPC_TRINITY_DN29901_c0_g1_i11	831.2	490
28385	Complete	SPC_TRINITY_DN28544_c3_g1_i2	729.1	422
28426	Duplicated	SPC_TRINITY_DN29732_c1_g2_i1	595.7	444
28426	Duplicated	SPC_TRINITY_DN29732_c1_g2_i3	588.9	435
28519	Complete	SPC_TRINITY_DN28447_c5_g2_i1	508.1	447
28630	Duplicated	SPC_TRINITY_DN27948_c4_g1_i3	297.9	358
28630	Duplicated	SPC_TRINITY_DN27948_c4_g1_i6	258.0	325
28731	Duplicated	SPC_TRINITY_DN33608_c1_g1_i1	940.7	461
28731	Duplicated	SPC_TRINITY_DN33608_c1_g1_i12	937.1	458
28731	Duplicated	SPC_TRINITY_DN33608_c1_g1_i7	938.2	458
28748	Duplicated	SPC_TRINITY_DN32884_c1_g2_i10	773.0	449
28748	Duplicated	SPC_TRINITY_DN32884_c1_g2_i4	768.6	484
28748	Duplicated	SPC_TRINITY_DN32884_c1_g2_i6	673.1	410
29182	Missing
29269	Complete	SPC_TRINITY_DN24674_c0_g1_i5	585.0	499
2940	Complete	SPC_TRINITY_DN34353_c2_g1_i15	1886.8	1032
29546	Complete	SPC_TRINITY_DN30160_c0_g1_i6	571.1	526
2958	Complete	SPC_TRINITY_DN34379_c2_g1_i1	1995.7	1187
29704	Complete	SPC_TRINITY_DN32125_c3_g2_i3	983.9	610
